faa,name,lat,lon,alt,tz,dst,tzone
OME,Nome Airport,64.51219940185547,-165.44500732421875,37,-9,A,America/Anchorage
OMN,Ormond Beach Municipal Airport,29.300600051879883,-81.11360168457031,29,-5,A,America/New_York
ONP,Newport Municipal Airport,44.58039855957031,-124.05799865722656,160,-8,A,America/Los_Angeles
ONT,Ontario International Airport,34.055999755859375,-117.60099792480469,944,-8,A,America/Los_Angeles
OOK,Toksook Bay Airport,60.54140091,-165.0870056,59,-9,A,America/Anchorage
OPF,Opa-locka Executive Airport,25.90699959,-80.27839661,8,-5,A,America/New_York
OQN,Brandywine Airport,39.9901008605957,-75.58190155029297,466,-5,A,America/New_York
OQU,Quonset State Airport,41.597099304199,-71.412101745605,18,-5,A,America/New_York
ORD,Chicago O'Hare International Airport,41.97859955,-87.90480042,672,-6,A,America/Chicago
ORF,Norfolk International Airport,36.89459991455078,-76.201202392578125,26,-5,A,America/New_York
ORH,Worcester Regional Airport,42.26729965209961,-71.875701904296875,1009,-5,A,America/New_York
ORL,Orlando Executive Airport,28.545499801636,-81.332901000977,113,-5,A,America/New_York
ORT,Northway Airport,62.9612999,-141.9290009,1715,-9,A,America/Anchorage
ORV,Robert (Bob) Curtis Memorial Airport,66.81790161,-161.0189972,55,-9,A,America/Anchorage
OSC,Oscoda Wurtsmith Airport,44.45159912,-83.39409637,633,-5,A,America/New_York
OSH,Wittman Regional Airport,43.98440170288086,-88.55699920654297,808,-6,A,America/Chicago
OSU,Ohio State University Airport,40.0797996521,-83.072998046875,905,-5,U,America/New_York
OTH,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,17,-8,A,America/Los_Angeles
OTM,Ottumwa Regional Airport,41.10660172,-92.44789886,845,NA,NA,NA
OTZ,Ralph Wien Memorial Airport,66.88469696,-162.598999,14,-9,A,America/Anchorage
OWB,Owensboro Daviess County Airport,37.74010086,-87.16680145,407,-6,A,America/Chicago
OWD,Norwood Memorial Airport,42.1904983521,-71.1728973389,49,-5,A,America/New_York
OXC,Waterbury Oxford Airport,41.47859954834,-73.135200500488,726,-5,A,America/New_York
OXR,Oxnard Airport,34.200801849365,-119.20700073242,45,-8,A,America/Los_Angeles
OZA,Ozona Municipal Airport,30.735300064087,-101.20300292969,2381,-6,A,America/Chicago
OZR,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,301,NA,NA,NA
P08,Coolidge Municipal Airport,32.9359016418457,-111.427001953125,1574,-7,A,America/Phoenix
P52,Cottonwood Airport,34.7299995422,-112.035003662,3550,-7,A,America/Phoenix
PAE,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,606,-8,A,America/Los_Angeles
PAH,Barkley Regional Airport,37.06079864501953,-88.7738037109375,410,-6,A,America/Chicago
PAM,Tyndall Air Force Base,30.0695991516,-85.57540130619999,17,-6,A,America/Chicago
PAO,Palo Alto Airport of Santa Clara County,37.461101532,-122.114997864,4,-8,A,America/Los_Angeles
PAQ,Palmer Municipal Airport,61.59489822387695,-149.08900451660156,242,-9,A,America/Anchorage
PBF,Grider Field,34.1730995178,-91.9356002808,206,-6,A,America/Chicago
PBG,Plattsburgh International Airport,44.650901794433594,-73.46810150146484,234,-5,A,America/New_York
PBI,Palm Beach International Airport,26.68320083618164,-80.09559631347656,19,-5,A,America/New_York
PBX,Pike County-Hatcher Field,37.5617981,-82.56639862,1473,-5,A,America/New_York
PCW,Carl R Keller Field,41.516300201416016,-82.86869812011719,590,-5,U,America/New_York
PCZ,Waupaca Municipal Airport,44.33330154,-89.01979828,840,-6,A,America/Chicago
PDK,DeKalb Peachtree Airport,33.8755989075,-84.3020019531,1003,-5,A,America/New_York
PDT,Eastern Oregon Regional At Pendleton Airport,45.695098877,-118.841003418,1497,-8,A,America/Los_Angeles
PDX,Portland International Airport,45.58869934,-122.5979996,31,-8,A,America/Los_Angeles
PEQ,Pecos Municipal Airport,31.382400512695,-103.51100158691,2613,-6,A,America/Chicago
PFN,Panama City-Bay Co International Airport,30.212099,-85.6828,20,-6,A,America/Chicago
PGA,Page Municipal Airport,36.92610168,-111.447998,4316,-7,A,America/Phoenix
PGD,Charlotte County Airport,26.920200350000002,-81.9905014,26,-5,A,America/New_York
PGV,Pitt Greenville Airport,35.6352005,-77.38529968,26,-5,A,America/New_York
PHD,Harry Clever Field,40.470901489258,-81.419700622559,894,-5,A,America/New_York
PHF,Newport News Williamsburg International Airport,37.13190079,-76.49299622,42,-5,A,America/New_York
PHK,Palm Beach County Glades Airport,26.78499985,-80.69339752,16,-5,A,America/New_York
PHL,Philadelphia International Airport,39.87189865112305,-75.24109649658203,36,-5,A,America/New_York
PHN,St Clair County International Airport,42.9109993,-82.52890015,650,-5,A,America/New_York
PHX,Phoenix Sky Harbor International Airport,33.43429946899414,-112.01200103759766,1135,-7,N,America/Phoenix
PIA,General Wayne A. Downing Peoria International Airport,40.664199829100006,-89.6932983398,660,-6,A,America/Chicago
PIB,Hattiesburg Laurel Regional Airport,31.467100143432617,-89.33709716796875,298,-6,A,America/Chicago
PIE,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,11,-5,A,America/New_York
PIH,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,4452,-7,A,America/Denver
PIM,Harris County Airport,32.8406982422,-84.8824005127,902,-5,A,America/New_York
PIP,Pilot Point Airport,57.5803985596,-157.572006226,57,-9,A,America/Anchorage
PIR,Pierre Regional Airport,44.38270187,-100.2860031,1744,-6,A,America/Chicago
PIT,Pittsburgh International Airport,40.49150085,-80.23290253,1203,-5,A,America/New_York
PIZ,Point Lay LRRS Airport,69.73290253,-163.0050049,22,-9,A,America/Anchorage
PKA,Napaskiak Airport,60.70289993,-161.7779999,24,-9,A,America/Anchorage
PKB,Mid Ohio Valley Regional Airport,39.34510040283203,-81.43920135498047,858,-5,A,America/New_York
PLN,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721,-5,A,America/New_York
PMB,Pembina Municipal Airport,48.9425010681,-97.2407989502,795,-6,A,America/Chicago
PMD,Palmdale Regional/USAF Plant 42 Airport,34.62939835,-118.0849991,2543,-8,A,America/Los_Angeles
PML,Port Moller Airport,56.0060005188,-160.561004639,20,-9,A,America/Anchorage
PMP,Pompano Beach Airpark,26.247100830078,-80.111099243164,19,-5,A,America/New_York
PNC,Ponca City Regional Airport,36.73199844,-97.09980011,1008,-6,A,America/Chicago
PNE,Northeast Philadelphia Airport,40.08190155,-75.01059723,120,-5,A,America/New_York
PNM,Princeton Municipal Airport,45.55989838,-93.60820007,980,-6,A,America/Chicago
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6,A,America/Chicago
POB,Pope Field,35.1708984375,-79.014503479004,217,-5,A,America/New_York
POC,Brackett Field,34.091598510742,-117.78199768066,1011,-8,A,America/Los_Angeles
POE,Polk Army Air Field,31.0447998,-93.1917038,330,-6,A,America/Chicago
POF,Poplar Bluff Municipal Airport,36.773899078369,-90.324897766113,331,-6,A,America/Chicago
POU,Dutchess County Airport,41.6265983581543,-73.88420104980469,165,NA,NA,NA
PPC,Prospect Creek Airport,66.814102172852,-150.64399719238,1095,-9,A,America/Anchorage
PQI,Northern Maine Regional Airport at Presque Isle,46.68899918,-68.0447998,534,-5,A,America/New_York
PRB,Paso Robles Municipal Airport,35.67290115,-120.6269989,840,-8,A,NA
PRC,Ernest A. Love Field,34.65449905,-112.4199982,5045,-7,A,America/Phoenix
PRX,Cox Field,33.636600494385,-95.450798034668,547,-5,A,NA
PSC,Tri Cities Airport,46.26470184326172,-119.11900329589844,410,-8,A,America/Los_Angeles
PSG,Petersburg James A Johnson Airport,56.80170059,-132.9450073,111,-9,A,America/Anchorage
PSM,Portsmouth International at Pease Airport,43.0778999329,-70.8233032227,100,-5,A,America/New_York
PSP,Palm Springs International Airport,33.8297004699707,-116.50700378417969,477,-8,A,America/Los_Angeles
PSX,Palacios Municipal Airport,28.727500915527,-96.250999450684,14,-6,A,America/Chicago
PTB,Dinwiddie County Airport,37.183799743652,-77.507400512695,193,-5,A,America/New_York
PTH,Port Heiden Airport,56.95909881591797,-158.63299560546875,95,-9,A,America/Anchorage
PTK,Oakland County International Airport,42.665500640869,-83.420097351074,980,-5,A,America/New_York
PTT,Pratt Regional Airport,37.70159912,-98.74690247,1953,-5,A,NA
PTU,Platinum Airport,59.01139831542969,-161.82000732421875,15,-9,A,America/Anchorage
PUB,Pueblo Memorial Airport,38.289100646972656,-104.49700164794922,4726,-7,A,America/Denver
PUC,Carbon County Regional/Buck Davis Field,39.61389923,-110.7509995,5957,-7,A,America/Denver
PUW,Pullman Moscow Regional Airport,46.7439,-117.110001,2556,-8,A,America/Los_Angeles
PVC,Provincetown Municipal Airport,42.0718994141,-70.2213973999,9,-5,A,America/New_York
PVD,Theodore Francis Green State Airport,41.732601165771484,-71.42040252685547,55,-5,A,America/New_York
PVU,Provo Municipal Airport,40.219200134277,-111.72299957275,4497,-7,A,America/Denver
PWK,Chicago Executive Airport,42.114222,-87.901494,647,-6,A,America/Chicago
PWM,Portland International Jetport Airport,43.64619827,-70.30930328,76,-5,A,America/New_York
PWT,Bremerton National Airport,47.490200042725,-122.76499938965,444,-8,A,America/Los_Angeles
PWY,Ralph Wenz Field,42.79550171,-109.8069992,7102,NA,NA,NA
PXE,Perry Houston County Airport,32.51060104370117,-83.767303466796875,418,-4,A,NA
PYM,Plymouth Municipal Airport,41.909000396728516,-70.72879791259766,148,-5,A,America/New_York
PYP,Centre-Piedmont-Cherokee County Regional Airport,34.089977,-85.610069,596,-6,A,America/Chicago
RAC,John H Batten Airport,42.7606010437,-87.8152008057,674,-6,A,America/Chicago
RAL,Riverside Municipal Airport,33.95190048,-117.4449997,819,-8,A,America/Los_Angeles
RAP,Rapid City Regional Airport,44.0452995300293,-103.05699920654297,3204,-7,A,America/Denver
RBD,Dallas Executive Airport,32.6809005737,-96.8682022095,660,-6,A,America/Chicago
RBK,French Valley Airport,33.5741996765,-117.127998352,1350,-8,A,America/Los_Angeles
RBY,Ruby Airport,64.72720337,-155.4700012,658,-9,A,America/Anchorage
RCA,Ellsworth Air Force Base,44.14500046,-103.1039963,3276,-7,A,America/Denver
RCZ,Richmond County Airport,34.8913,-79.759598,358,-5,A,America/New_York
RDD,Redding Municipal Airport,40.50899887,-122.2929993,505,-8,A,America/Los_Angeles
RDG,Reading Regional Carl A Spaatz Field,40.378501892089844,-75.96520233154297,344,-5,A,America/New_York
RDM,Roberts Field,44.2541008,-121.1500015,3080,-8,A,America/Los_Angeles
RDR,Grand Forks Air Force Base,47.961101532,-97.4011993408,913,-6,A,America/Chicago
RDU,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,435,-5,A,America/New_York
REI,Redlands Municipal Airport,34.08530044555664,-117.14600372314453,1571,-8,A,America/Los_Angeles
RFD,Chicago Rockford International Airport,42.19540023803711,-89.097198486328125,742,-6,A,America/Chicago
RHI,Rhinelander Oneida County Airport,45.63119888305664,-89.467498779296875,1624,-6,A,America/Chicago
RHV,Reid-Hillview Airport of Santa Clara County,37.332901001,-121.819000244,135,8,A,NA
RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,167,-5,A,America/New_York
RID,Richmond Municipal Airport,39.757198333740234,-84.8427963256836,1140,-5,U,America/New_York
RIF,Richfield Municipal Airport,38.73640060424805,-112.0989990234375,5301,-7,A,America/Denver
RIL,Garfield County Regional Airport,39.52629852,-107.7269974,5548,-7,A,America/Denver
RIR,Flabob Airport,33.98970031738281,-117.41100311279297,764,-8,A,America/Los_Angeles
RIU,Rancho Murieta Airport,38.48680114746094,-121.10299682617188,141,-8,A,America/Los_Angeles
RIV,March ARB Airport,33.88069916,-117.2590027,1536,-8,A,America/Los_Angeles
RIW,Riverton Regional Airport,43.064201355,-108.459999084,5525,-7,A,America/Denver
RKD,Knox County Regional Airport,44.06010056,-69.09919739,56,-5,A,America/New_York
RKH,Rock Hill - York County Airport,34.9878006,-81.05719757,666,-5,A,America/New_York
RKP,Aransas County Airport,28.0867996216,-97.0446014404,24,-6,A,America/Chicago
RKR,Robert S Kerr Airport,35.02159881591797,-94.62129974365234,451,-6,A,America/Chicago
RKS,Rock Springs Sweetwater County Airport,41.59420013,-109.0650024,6764,-7,A,America/Denver
RME,Griffiss International Airport,43.23379898,-75.40699768,504,-5,A,America/New_York
RMG,Richard B Russell Airport,34.3506011963,-85.15799713130001,644,-5,A,America/New_York
RMY,Mariposa Yosemite Airport,37.5108985901,-120.040000916,2254,-8,A,America/Los_Angeles
RND,Randolph Air Force Base,29.52969933,-98.27890015,761,-6,A,America/Chicago
RNH,New Richmond Regional Airport,45.14830017,-92.5381012,998,NA,NA,NA
RNM,Ramona Airport,33.03919982910156,-116.91500091552734,1395,-8,A,America/Los_Angeles
RNO,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922,4415,-8,A,America/Los_Angeles
RNT,Renton Municipal Airport,47.4930992126,-122.216003418,32,-8,A,America/Los_Angeles
ROA,Roanoke–Blacksburg Regional Airport,37.325500488299994,-79.975402832,1175,-5,A,America/New_York
ROC,Greater Rochester International Airport,43.118900299072266,-77.67240142822266,559,-5,A,America/New_York
ROW,Roswell International Air Center Airport,33.30160140991211,-104.53099822998047,3671,-7,A,America/Denver
RSH,Russian Mission Airport,61.7788848877,-161.319458008,51,-9,A,America/Anchorage
RSL,Russell Municipal Airport,38.872100830078,-98.811798095703,1862,NA,NA,NA
RST,Rochester International Airport,43.90829849243164,-92.5,1317,-6,A,America/Chicago
RSW,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,30,-5,A,America/New_York
RUT,Rutland - Southern Vermont Regional Airport,43.52939987,-72.94960022,787,-5,A,America/New_York
RVS,Richard Lloyd Jones Jr Airport,36.039600372314,-95.984596252441,638,-6,A,America/Chicago
RWF,Redwood Falls Municipal Airport,44.54719925,-95.08229828,1024,NA,NA,NA
RWI,Rocky Mount Wilson Regional Airport,35.856300354003906,-77.89189910888672,159,-5,A,America/New_York
RWL,Rawlins Municipal Airport/Harvey Field,41.80559921,-107.1999969,6813,-7,A,America/Denver
RYY,Cobb County-Mc Collum Field,34.01319885,-84.59860229,1040,-5,A,America/New_York
S40,Prosser Airport,46.21340179,-119.7910004,697,-8,A,America/Los_Angeles
S46,Port O'Connor Private Airport,28.42970085144043,-96.44439697265625,8,-6,A,America/Chicago
SAA,Shively Field,41.44490051269531,-106.8239974975586,7012,-7,A,America/Denver
SAC,Sacramento Executive Airport,38.5125007629,-121.492996216,24,-8,A,America/Los_Angeles
SAD,Safford Regional Airport,32.85480118,-109.6350021,3179,-7,N,America/Phoenix
SAF,Santa Fe Municipal Airport,35.617099762,-106.088996887,6348,-7,A,America/Denver
SAN,San Diego International Airport,32.7336006165,-117.190002441,17,-8,A,America/Los_Angeles
SAT,San Antonio International Airport,29.533700942993164,-98.46980285644531,809,-6,A,America/Chicago
SAV,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,-5,A,America/New_York
SBA,Santa Barbara Municipal Airport,34.42620087,-119.8399963,13,-8,A,America/Los_Angeles
SBD,San Bernardino International Airport,34.0954017639,-117.23500061,1159,-8,A,America/Los_Angeles
SBM,Sheboygan County Memorial Airport,43.76959991,-87.85140228,755,-6,A,America/Chicago
SBN,South Bend Regional Airport,41.70869827270508,-86.31729888916016,799,-5,A,America/New_York
SBO,Emanuel County Airport,32.609100341796875,-82.369903564453125,327,-5,A,America/New_York
SBP,San Luis County Regional Airport,35.236801147499996,-120.641998291,212,-8,A,America/Los_Angeles
SBS,Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,6882,-7,A,America/Denver
SBY,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,52,-5,A,America/New_York
SCC,Deadhorse Airport,70.19470215,-148.4649963,65,-9,A,America/Anchorage
SCD,Merkel Field Sylacauga Municipal Airport,33.17179870605469,-86.30549621582031,569,-5,A,NA
SCE,University Park Airport,40.8493003845,-77.84870147710001,1239,-5,A,America/New_York
SCH,Schenectady County Airport,42.852500915527,-73.928901672363,378,-5,A,America/New_York
SCK,Stockton Metropolitan Airport,37.894199371338,-121.2379989624,33,-8,A,America/Los_Angeles
SCM,Scammon Bay Airport,61.845298767100005,-165.570999146,14,-9,A,America/Anchorage
SDC,Williamson Sodus Airport,43.23469925,-77.1210022,424,-5,A,America/New_York
SDF,Louisville International Standiford Field,38.1744,-85.736,501,-5,A,America/New_York
SDM,Brown Field Municipal Airport,32.572299957275,-116.98000335693,526,-8,A,America/Los_Angeles
SDP,Sand Point Airport,55.314998626708984,-160.5229949951172,21,-9,A,America/Anchorage
SDX,Sedona Airport,34.848598480225,-111.78800201416,4830,-7,A,America/Phoenix
SDY,Sidney Richland Municipal Airport,47.70690155,-104.1930008,1985,-7,A,America/Denver
SEA,Seattle Tacoma International Airport,47.44900131225586,-122.30899810791016,433,-8,A,America/Los_Angeles
SEE,Gillespie Field,32.826198577881,-116.97200012207,388,-8,A,America/Los_Angeles
SEF,Sebring Regional Airport,27.45639992,-81.3423996,62,-5,A,America/New_York
SEM,Craig Field,32.343898773193,-86.987800598145,166,-6,A,America/Chicago
SFB,Orlando Sanford International Airport,28.777599334716797,-81.23750305175781,55,-5,A,America/New_York
SFF,Felts Field,47.682800292969,-117.32299804688,1953,-8,A,America/Los_Angeles
SFO,San Francisco International Airport,37.61899948120117,-122.375,13,-8,A,America/Los_Angeles
SFZ,North Central State Airport,41.9207992554,-71.49140167239999,441,-5,A,America/New_York
SGF,Springfield Branson National Airport,37.24570084,-93.38860321,1268,-6,A,America/Chicago
SGH,Springfield-Beckley Municipal Airport,39.840301513672,-83.840202331543,1051,-5,A,America/New_York
SGR,Sugar Land Regional Airport,29.622299194336,-95.65650177002,82,-6,A,America/Chicago
SGU,St George Municipal Airport,37.0363888889,-113.510305556,2941,-7,A,America/Denver
SGY,Skagway Airport,59.46009826660156,-135.3159942626953,44,-9,A,America/Anchorage
SHD,Shenandoah Valley Regional Airport,38.2638015747,-78.8964004517,1201,-5,A,America/New_York
SHG,Shungnak Airport,66.88809967041,-157.16200256348,197,-9,A,America/Anchorage
SHH,Shishmaref Airport,66.249604,-166.089112,12,-9,A,America/Anchorage
SHN,Sanderson Field,47.233600616455,-123.14800262451,273,-8,A,America/Los_Angeles
SHR,Sheridan County Airport,44.76919937133789,-106.9800033569336,4021,-7,A,America/Denver
SHV,Shreveport Regional Airport,32.44660186767578,-93.82559967041016,258,-6,A,America/Chicago
SHX,Shageluk Airport,62.6922988892,-159.569000244,79,-9,A,America/Anchorage
SIK,Sikeston Memorial Municipal Airport,36.898899078369,-89.561798095703,315,-6,A,America/Chicago
SIT,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171875,21,-9,A,America/Anchorage
SJC,Norman Y. Mineta San Jose International Airport,37.36259841918945,-121.92900085449219,62,-8,A,America/Los_Angeles
SJT,San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,1919,-6,A,America/Chicago
SKA,Fairchild Air Force Base,47.6151008606,-117.65599823,2461,-8,A,America/Los_Angeles
SKF,Lackland Air Force Base,29.38419914,-98.58110046,691,-6,A,America/Chicago
SKK,Shaktoolik Airport,64.37110138,-161.223999,24,-9,A,America/Anchorage
SKY,Griffing Sandusky Airport,41.4333992004,-82.6522979736,580,-5,A,America/New_York
SLC,Salt Lake City International Airport,40.78839874267578,-111.97799682617188,4227,-7,A,America/Denver
SLE,Salem Municipal Airport/McNary Field,44.90950012,-123.0029984,214,-8,A,America/Los_Angeles
SLK,Adirondack Regional Airport,44.38529968261719,-74.2061996459961,1663,-5,A,America/New_York
SLN,Salina Municipal Airport,38.79100036621094,-97.6521987915039,1288,-6,A,America/Chicago
SLQ,Sleetmute Airport,61.7005004883,-157.166000366,190,-9,A,America/Anchorage
SMD,Smith Field,41.14339828,-85.15280151,835,-5,A,America/New_York
SME,Lake Cumberland Regional Airport,37.053398132299996,-84.6158981323,927,-5,A,America/New_York
SMF,Sacramento International Airport,38.69540023803711,-121.59100341796875,27,-8,A,America/Los_Angeles
SMK,St Michael Airport,63.49010086,-162.1100006,98,-9,A,America/Anchorage
SMN,Lemhi County Airport,45.1237983704,-113.880996704,4043,-7,A,America/Denver
SMO,Santa Monica Municipal Airport,34.015800476100004,-118.450996399,177,-8,A,America/Los_Angeles
SMX,Santa Maria Pub/Capt G Allan Hancock Field,34.89889908,-120.4570007,261,-8,A,America/Los_Angeles
SNA,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,-8,A,America/Los_Angeles
SNP,St Paul Island Airport,57.167301177978516,-170.22000122070312,63,-9,A,America/Anchorage
SNS,Salinas Municipal Airport,36.662799835205,-121.60600280762,85,NA,NA,NA
SNY,Sidney Municipal-Lloyd W Carr Field,41.10129929,-102.9850006,4313,-7,A,America/Denver
SOA,Sonora Municipal Airport,30.585699081421,-100.6490020752,2140,NA,NA,NA
SOP,Moore County Airport,35.23740005,-79.3911972,455,-5,A,America/New_York
SOW,Show Low Regional Airport,34.265499115,-110.005996704,6415,-7,A,America/Phoenix
SPF,Black Hills Airport-Clyde Ice Field,44.48030090332,-103.78299713135,3931,-7,A,America/Denver
SPG,Albert Whitted Airport,27.765100479125977,-82.62699890136719,7,-5,A,America/New_York
SPI,Abraham Lincoln Capital Airport,39.84410095,-89.677902219999993,598,-6,A,America/Chicago
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.98880005,-98.49189758,1019,-6,A,America/Chicago
SPW,Spencer Municipal Airport,43.165500640869,-95.202796936035,1339,-6,A,America/Chicago
SPZ,Silver Springs Airport,39.40299987792969,-119.2509994506836,4269,-8,A,America/Los_Angeles
SQL,San Carlos Airport,37.511901855469,-122.25,5,-8,A,America/Los_Angeles
SRQ,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,30,-5,A,America/New_York
SRR,Sierra Blanca Regional Airport,33.462799072266,-105.53500366211,6814,-7,A,America/Denver
SSC,Shaw Air Force Base,33.97269821,-80.47059631,241,-5,A,America/New_York
SSF,Stinson Municipal Airport,29.336999893188,-98.471099853516,577,-5,A,NA
SSI,Malcolm McKinnon Airport,31.15180016,-81.39129639,19,-5,A,America/New_York
STC,St Cloud Regional Airport,45.546600341796875,-94.05989837646484,1031,-6,A,America/Chicago
STE,Stevens Point Municipal Airport,44.5452003479,-89.530296325684,1110,-6,A,America/Chicago
STG,St George Airport,56.578300476100004,-169.662002563,125,-9,A,America/Anchorage
STJ,Rosecrans Memorial Airport,39.771900177002,-94.909698486328,826,-6,A,America/Chicago
STK,Sterling Municipal Airport,40.61529922,-103.2649994,4040,-7,A,America/Denver
STL,Lambert St Louis International Airport,38.74869918823242,-90.37000274658203,618,-6,A,America/Chicago
STP,St Paul Downtown Holman Field,44.93450164794922,-93.05999755859375,705,-6,A,America/Chicago
STS,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,128,-8,A,America/Los_Angeles
SUA,Witham Field,27.18169975,-80.22109985,16,-5,A,America/New_York
SUN,Friedman Memorial Airport,43.50439835,-114.2959976,5318,-7,A,America/Denver
SUS,Spirit of St Louis Airport,38.662101745605,-90.652000427246,463,-6,A,America/Chicago
SUT,Brunswick County Airport,33.9292984,-78.07499695,24,-5,A,NA
SUU,Travis Air Force Base,38.262699127197,-121.92700195312,62,-8,A,America/Los_Angeles
SUX,Sioux Gateway Col. Bud Day Field,42.40259933,-96.38439941,1098,-6,A,America/Chicago
SUZ,Saline County Regional Airport,34.59059906,-92.47940063,390,NA,NA,NA
SVA,Savoonga Airport,63.6864013671875,-170.4929962158203,53,-9,A,America/Anchorage
SVH,Statesville Regional Airport,35.765300750732,-80.953903198242,968,-5,A,America/New_York
SVN,Hunter Army Air Field,32.00999832,-81.14569855,41,-5,A,America/New_York
SVW,Sparrevohn LRRS Airport,61.09740067,-155.5740051,1585,-9,A,America/Anchorage
SWD,Seward Airport,60.12689971923828,-149.41900634765625,22,-9,U,America/Anchorage
SWF,Stewart International Airport,41.50410079956055,-74.10479736328125,491,-5,A,America/New_York
SXQ,Soldotna Airport,60.47570037841797,-151.03399658203125,113,-9,U,America/Anchorage
SYR,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,421,-5,A,America/New_York
SZL,Whiteman Air Force Base,38.73030090332,-93.547897338867,870,-6,A,America/Chicago
TAN,Taunton Municipal King Field,41.8744010925293,-71.0166015625,43,-5,A,America/New_York
TBN,Waynesville-St. Robert Regional Forney field,37.74160004,-92.14070129,1159,-6,A,America/Chicago
TCC,Tucumcari Municipal Airport,35.182800293,-103.602996826,4065,-7,A,America/Denver
TCL,Tuscaloosa Regional Airport,33.220600128174,-87.611396789551,170,-6,A,America/Chicago
TCM,McChord Air Force Base,47.1376991272,-122.475997925,322,-8,A,America/Los_Angeles
TCS,Truth Or Consequences Municipal Airport,33.2369003296,-107.272003174,4853,-7,A,America/Denver
TDF,Person County Airport,36.28490067,-78.98419952,609,-5,A,NA
TEB,Teterboro Airport,40.85010147089999,-74.060798645,9,-5,A,America/New_York
TEX,Telluride Regional Airport,37.9538002,-107.9079971,9070,-7,A,America/Denver
TIK,Tinker Air Force Base,35.414699554443,-97.386596679688,1291,-6,A,America/Chicago
TIW,Tacoma Narrows Airport,47.26789856,-122.5780029,294,-8,A,America/Los_Angeles
TIX,Space Coast Regional Airport,28.514799118042,-80.799201965332,34,-5,A,America/New_York
TKA,Talkeetna Airport,62.320499420166,-150.09399414062,358,-9,A,America/Anchorage
TKF,Truckee Tahoe Airport,39.319999694799996,-120.13999939,5900,-8,A,America/Los_Angeles
TKI,Collin County Regional At Mc Kinney Airport,33.17789841,-96.59049988,585,-6,A,America/Chicago
TKJ,Tok Junction Airport,63.32949829,-142.9539948,1639,-9,A,America/Anchorage
TLA,Teller Airport,65.2404022217,-166.339004517,294,-9,A,America/Anchorage
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5,A,America/New_York
TLJ,Tatalina LRRS Airport,62.894401550299996,-155.977005005,964,-9,A,America/Anchorage
TMA,Henry Tift Myers Airport,31.4290008545,-83.4885025024,355,-5,A,America/New_York
TMB,Kendall-Tamiami Executive Airport,25.6478996277,-80.432800293,8,-5,A,America/New_York
TNC,Tin City Long Range Radar Station Airport,65.56310272,-167.9219971,271,-9,A,America/Anchorage
TNT,Dade Collier Training and Transition Airport,25.861799240112,-80.897003173828,13,-5,A,America/New_York
TOA,Zamperini Field,33.803398132324,-118.33999633789,103,-8,A,America/Los_Angeles
TOC,Toccoa Airport - R.G. Letourneau Field,34.59379959,-83.29579926,996,-5,A,America/New_York
TOG,Togiak Airport,59.052799224853516,-160.39700317382812,21,-9,A,America/Anchorage
TOI,Troy Municipal Airport,31.860399246216,-86.012100219727,398,-5,A,NA
TOL,Toledo Express Airport,41.58679962,-83.80780029,683,-5,A,America/New_York
TOP,Philip Billard Municipal Airport,39.068698883057,-95.622497558594,881,-6,A,America/Chicago
TPA,Tampa International Airport,27.975500106811523,-82.533203125,26,-5,A,America/New_York
TPF,Peter O Knight Airport,27.915599822998,-82.44930267334,8,-5,U,NA
TPH,Tonopah Airport,38.06019974,-117.086998,5430,NA,NA,NA
TPL,Draughon Miller Central Texas Regional Airport,31.15250015258789,-97.40779876708984,682,-6,A,America/Chicago
TQK,Scott City Municipal Airport,38.474300384521484,-100.88500213623047,2963,-5,A,NA
TRI,Tri Cities Regional Tn Va Airport,36.47520065307617,-82.40740203857422,1519,-5,A,America/New_York
TRM,Jacqueline Cochran Regional Airport,33.62670135498,-116.16000366211,-115,-8,A,America/Los_Angeles
TTD,Portland Troutdale Airport,45.54940032959,-122.40100097656,39,-8,A,America/Los_Angeles
TTN,Trenton Mercer Airport,40.27669906616211,-74.8134994506836,213,-5,A,America/New_York
