tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N842VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N843DN,2015,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N843MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-fan
N843UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N843VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N844DN,2015,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N844MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-fan
N844UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N844VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N845DN,2015,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N845MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-fan
N845UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N845VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N846DN,2015,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N846UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N846VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N847DN,2015,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N847UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N847VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N848DN,2015,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N848UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N848VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N849DN,2015,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N849UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N849VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8501V,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8502Z,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8503A,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8504G,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8507C,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8508W,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8509U,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N850AA,2007,Fixed wing single engine,SOCATA,TBM 700,1,7,NA,Turbo-prop
N850DN,NA,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N850UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N8510E,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8511K,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8512U,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8513F,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8514F,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8515X,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8517F,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8518R,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8519R,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N851DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N851NW,2004,Fixed wing multi engine,AIRBUS INDUSTRIE,A330-223,2,379,NA,Turbo-jet
N851UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N851VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8520Q,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8522P,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8523W,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8524Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8525S,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8526W,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8527Q,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8528Q,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8529Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N852DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N852UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N852VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8530W,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8531Q,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8532S,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8533S,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8534Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8535S,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8536Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8537Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8538V,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8539V,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N853DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N853UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N853VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8540V,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8541W,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8542Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8543Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8544Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8545V,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8546V,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8547V,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8548P,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8549Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N854AA,1976,Fixed wing multi engine,BOEING,727-223,3,134,435,Turbo-jet
N854DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N854UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N854VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8550Q,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8551Q,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8552Z,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N8553W,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N855DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N855UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N855VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N856AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N856DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N857AA,2000,Fixed wing multi engine,CESSNA,550,2,8,NA,Turbo-fan
N857DZ,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N858AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N858DZ,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N859DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N8600F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8601C,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8602F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8603F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8604K,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8605E,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8606C,NA,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8607M,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8608N,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8609A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N860AA,2005,Fixed wing multi engine,GULFSTREAM AEROSPACE,GV-SP (G550),2,20,NA,Turbo-fan
N860DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N8610A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8611F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8612K,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8613K,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8614M,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8615E,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8616C,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8617E,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8618N,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8619F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N861DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N861DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N8620H,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8621A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8622A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8623F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8624J,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8625A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8626B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8627B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8628A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8629A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N862DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N862DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N8630B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8631A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8632A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8633A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8634A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8635F,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8637A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8638A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8639B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N863DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N863DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N8640D,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8641B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8642E,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8643A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8644C,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8645A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8646B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8647A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8648A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8649A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N864DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N8650F,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8651A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8652B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N86534,NA,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N8653A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8654B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8655D,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8656B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8657B,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8658A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8659D,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N865AA,1969,Fixed wing multi engine,GULFSTREAM AEROSPACE,G1159B,2,22,NA,Turbo-jet
N865DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N8660A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8661A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8662F,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8663A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8664J,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8665D,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8667D,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8668A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8669B,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N866AA,1977,Fixed wing multi engine,BOEING,727-223,3,134,435,Turbo-jet
N866AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N866DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N866DN,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8670A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8671D,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8672F,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8673F,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8674B,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8675A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8676A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8677A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8678E,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8679A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N867DA,2002,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N867DN,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8680C,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8681M,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8682B,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8683D,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8684F,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8685B,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8686A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8687A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8688J,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8689C,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N868DN,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8690A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8691A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8692F,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8693A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8694E,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8695D,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8696E,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8697C,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8698B,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8699A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N869AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N869DN,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8704Q,2016,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8705Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8706W,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8707P,NA,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8708Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8709Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N870DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8710M,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8711Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8712L,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8713M,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8714Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8715Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8716B,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N871AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N871DN,NA,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N872DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N873DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N874AA,1978,Fixed wing multi engine,BOEING,727-223,3,134,435,Turbo-jet
N874DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N87507,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87512,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87513,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87527,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87531,2011,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N875DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N876DN,NA,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N877DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N878DA,NA,Fixed wing single engine,PIPER,PA-28-140,1,4,107,Reciprocating
N878DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N879DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N880AA,NA,Rotorcraft,DJI,PHANTOM 3 PROFESSION,4,NA,NA,Electric
N880DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N881AA,NA,Fixed wing multi engine,RAYTHEON AIRCRAFT COMPANY,390,2,8,NA,Turbo-fan
N881DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N882AA,2003,Fixed wing multi engine,RAYTHEON AIRCRAFT COMPANY,390,2,8,NA,Turbo-fan
N882DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N883DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N884DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N885AA,2001,Fixed wing single engine,EXTRA FLUGZEUGBAU GMBH,EA-400,1,2,NA,Reciprocating
N885DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N886DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N887DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N888AA,2009,Fixed wing single engine,PILATUS AIRCRAFT LTD,PC-12/47E,1,11,NA,Turbo-prop
N889UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N890UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N891AA,1989,Fixed wing multi engine,BEECH,C90A,2,9,NA,Turbo-prop
N891AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N891UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N892AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N892UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N893AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N893UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N894AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N894UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N895AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N895UA,2007,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N8968E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N896AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N896SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N896UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N897SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N8982A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N898SK,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N899AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N899SK,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N900DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N900PC,1997,Fixed wing multi engine,BOEING,757-26D,2,178,NA,Turbo-fan
N900WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N901AA,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N901DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N901DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N901NK,2016,Fixed wing multi engine,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N901WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N902AA,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N902DA,1994,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N902DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N902FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N902NK,2016,Fixed wing multi engine,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N902WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N903AA,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N903DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N903DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N903JB,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N903NK,2016,Fixed wing multi engine,AIRBUS,A320-271N,2,190,NA,Turbo-fan
